iter	PRAUC	Logloss
301	0.9258751016	0.07580550732
302	0.9259083781	0.07578395703
303	0.9259508249	0.0757457008
304	0.9260254606	0.07569172615
305	0.9261199923	0.07565068516
306	0.9262214297	0.07559610438
307	0.9262881345	0.07556474911
308	0.9263610342	0.07552886606
309	0.9265606401	0.07543416005
310	0.9265909008	0.07540281599
311	0.9266326017	0.07539028125
312	0.9266348274	0.07538409849
313	0.9267496221	0.07532246576
314	0.9268006501	0.07529936921
315	0.9269775864	0.0751969156
316	0.9270681021	0.07514924537
317	0.927109058	0.0751290581
318	0.9271449842	0.07510897198
319	0.9271917732	0.07506504267
320	0.9272823898	0.07498513202
321	0.9272811936	0.07497639055
322	0.9273340966	0.0749512847
323	0.927371616	0.07493108914
324	0.9274138125	0.07491233622
325	0.9275459218	0.07484595485
326	0.9275788028	0.07480574507
327	0.9276285214	0.07477714462
328	0.9276427147	0.07476797922
329	0.9277194499	0.07473138899
330	0.9278491606	0.07462716496
331	0.9278600905	0.0746206599
332	0.9278992146	0.07460074664
333	0.9279253725	0.07458052398
334	0.9279703196	0.0745578368
335	0.9280181964	0.07452292755
336	0.9280552368	0.07450194367
337	0.9280963092	0.07448734158
338	0.9281372658	0.07446153374
339	0.9281690189	0.07444610204
340	0.9282207288	0.07438857663
341	0.9282653856	0.07436606501
342	0.9282881103	0.07434363966
343	0.9283226528	0.07431980821
344	0.9283509885	0.07430442018
345	0.9284169867	0.074268926
346	0.9284345357	0.07425933914
347	0.9284690148	0.0742368307
348	0.9284754709	0.07422730636
349	0.9286101209	0.07411741268
350	0.928650465	0.074099798
351	0.9287429071	0.07404137285
352	0.928828223	0.07399203001
353	0.928899844	0.07395154825
354	0.9289520021	0.07392887428
355	0.9290232237	0.07390045243
356	0.9290249835	0.07389444543
357	0.9290548488	0.07387755561
358	0.9290611432	0.07386274022
359	0.9291050968	0.07384827163
360	0.9291322569	0.07383270322
361	0.9291789195	0.07380647859
362	0.9292230105	0.0737753556
363	0.929298996	0.07374082673
364	0.9293608124	0.07369528678
365	0.9294793664	0.07363728873
366	0.9295644813	0.07357828928
367	0.9295867403	0.07356425366
368	0.9296453705	0.07351147642
369	0.9297047396	0.07348537455
370	0.9298053784	0.07342221189
371	0.9298770231	0.07338545348
372	0.9298895221	0.07337766027
373	0.929920767	0.07335432578
374	0.9299430243	0.07334586775
375	0.9300082309	0.07331132373
376	0.9300543303	0.07328726256
377	0.9300579325	0.07328456351
378	0.9300727856	0.07327040623
379	0.9301098571	0.07324933817
380	0.9301604777	0.07320789772
381	0.9302025257	0.0731903948
382	0.930233653	0.07317435833
383	0.9303009674	0.07313232976
384	0.9303104441	0.0731209297
385	0.9303713212	0.07309590199
386	0.9304345758	0.07304378433
387	0.9305731432	0.07296937517
388	0.930624182	0.07294886404
389	0.9306272134	0.07294491539
390	0.9307302122	0.07288839078
391	0.930770338	0.07285718455
392	0.9307992516	0.07284354165
393	0.9308010661	0.07283792595
394	0.9308320592	0.07280975372
395	0.9309088395	0.07276565003
396	0.9309981883	0.07271673222
397	0.931034654	0.07268748937
398	0.9310555833	0.07267278712
